"record_id","record_name","domain_id","domain_label","capability_id","capability_label","method_role","contribution_class","contribution_status","maturity","formula_version","interactive_state","can_render","formula_status","proposed_formula","implemented_formula","required_inputs","temporal_operator","spatial_operator","units","physical_rationale","intended_use_and_inference_limit","calibration_status","validation_status","event_evidence_status","source_name","source_url","bookmark_label","bookmark_latitude","bookmark_longitude","bookmark_zoom","bookmark_window_end_date","bookmark_date_role","acquisition_timestamp","acquisition_cloud_cover","display_qc_verdict","display_visible_percent","display_high_signal_percent","display_p99_luma","display_qc_generated","display_qc_interpretation_limit","audit_date","source_commit"
"MPSSFI","Methane Matched-Filter Research Specification","hyperspectral","Hyperspectral-Enabled","atmospheric-carbon","Atmospheric Methane & Carbon","research-model","C2","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Atmospheric retrieval required","Plume/background retrieval followed by wind-informed flux estimation and uncertainty","","EMIT","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Column enhancement; flux only after wind-informed inversion","A three-band surface-reflectance depth at 1667 nm is not a robust atmospheric methane retrieval and does not isolate water vapor or carbon dioxide by itself.","Specifies an imaging-spectroscopy methane workflow consistent with plume retrieval practice.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Permian Basin TX — methane super-emitter context","31.8","-102.3","11","2021-09-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"AFCDI","Asbestos Fiber Chrysotile Detection Index","hyperspectral","Hyperspectral-Enabled","hyperspectral-materials","Hyperspectral Materials","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Formula specified; not implemented in Atlas","depth(2317nm) / depth(2387nm)","","EMIT + PRISMA","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Uncalibrated dimensionless screening score","Chrysotile Mg-OH doublet at 2317/2387 nm discriminated from antigorite (2320/2100 nm) and lizardite (2320/2390 nm). EMIT 5 nm sampling resolves the 70 nm separation.","Natural asbestos zone mapping near communities — eliminates the highest-uncertainty step in exposure assessment.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","New Idria CA — natural asbestos zone","36.47","-120.65","12","2021-08-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"SCFGOSI","Soil Carbon Functional Group Oxidation State Index","hyperspectral","Hyperspectral-Enabled","hyperspectral-materials","Hyperspectral Materials","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Formula specified; not implemented in Atlas","depth(1730nm) / (1−mean_reflectance_400-2500nm)","","EMIT + EnMAP","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Uncalibrated dimensionless screening score","Labile C (lipids, proteins) → C-H overtone at 1730 nm. Recalcitrant C (aromatic humus, char) → broad spectral darkness. Ratio encodes labile vs. recalcitrant proportion.","Distinguishes stable carbon from labile — critical for understanding which soils store carbon permanently.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Iowa farmland — soil carbon context","42","-93","11","2021-07-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"REENBI","REE Neodymium Band-Depth Feature","hyperspectral","Hyperspectral-Enabled","hyperspectral-materials","Hyperspectral Materials","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Continuum-removal specification","Rc803 = linearly interpolated continuum between validated shoulders; interpret through mixture and field tests","","EnMAP","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Dimensionless continuum-removed band depth","The prior denominator incorrectly added a shoulder reflectance to an interpolated continuum. Standard continuum removal uses the continuum value at the feature center.","Candidate neodymium absorption feature for spectral-library and field validation.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Mountain Pass CA — REE mine","35.47","-115.52","11","2021-08-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"EPCASE","EnMAP Porphyry Cu Alteration Sequence Index","hyperspectral","Hyperspectral-Enabled","hyperspectral-materials","Hyperspectral Materials","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Formula specified; not implemented in Atlas","SAM distance to porphyry alteration sequence endmember","","EnMAP","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Uncalibrated dimensionless screening score","Porphyry Cu deposits have phyllic → potassic → propylitic alteration zones with diagnostic mineral assemblages in SWIR. EnMAP L2A provides the spectral resolution for alteration mapping.","Transforms Cu exploration — reduces discovery cost for critical battery mineral.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Atacama Chile — Chuquicamata Cu mine","-22.3","-68.9","11","2021-09-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"DPCCI","DESIS Phycocyanin Column Concentration Index","hyperspectral","Hyperspectral-Enabled","aquatic-blooms","Aquatic Blooms & Pigments","research-model","C2","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Formula specified; not implemented in Atlas","depth(621nm) / continuum from DESIS 2.55 nm resolution","","DESIS + PACE","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Uncalibrated dimensionless screening score","Phycocyanin has a sharp absorption at 621 nm. DESIS 2.55 nm resolution resolves this feature precisely — interpolated continuum removes background water-leaving radiance.","Accurate phycocyanin concentration mapping for drinking water reservoir management.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Lake Erie — phycocyanin bloom","41.7","-82.5","10","2021-08-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"PFTIB","Phytoplankton Functional Type Index Battery","hyperspectral","Hyperspectral-Enabled","aquatic-blooms","Aquatic Blooms & Pigments","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Formula specified; not implemented in Atlas","PFT_diatom=Abs(490)/Abs(440) | PFT_hapto=Abs(453)/Abs(490) | etc.","","PACE OCI","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Uncalibrated dimensionless screening score","PACE OCI 5 nm bands resolve diatom (fucoxanthin 490–510 nm), haptophyte (19-hex-fucoxanthin 453 nm), and cyanobacteria (divinyl chlorophyll 440 nm shift) pigment packages simultaneously.","Global phytoplankton community composition — enables carbon export estimates and HAB species prediction.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Chesapeake Bay — phytoplankton community","38.5","-76","10","2021-07-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"TSEAI","Methane Inventory Residual Research Model","crosssensor","Cross-Sensor Fusion","atmospheric-carbon","Atmospheric Methane & Carbon","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Transport inversion required","Source posterior p(source | residual, transport, inventory, land-cover prior, uncertainty)","","S5P TROPOMI + S2","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Concentration residual; source flux only after inversion","XCH4 concentration cannot be divided by land-cover fractions and emission factors with incompatible units. Land cover is a prior; attribution requires transport and uncertainty.","Defines the residual and evidence required for methane-source attribution.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Permian Basin TX — methane attribution","31.8","-102.3","10","2021-08-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"ISSAI","ICESat-2 + Sentinel-1 Subsidence Attribution Index","crosssensor","Cross-Sensor Fusion","cross-sensor-systems","Cross-Sensor Decision Models","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Formula specified; not implemented in Atlas","(ICESat2_dZ/dt − InSAR_LOS_vertical) / ICESat2_dZ/dt","","ICESat-2 + S1 + S2","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Uncalibrated dimensionless screening score","ICESat-2 measures absolute elevation change; InSAR measures relative deformation. Discrepancy identifies rapid incoherent subsidence or different temporal sampling.","Subsidence cause attribution for tens of millions in sinking coastal cities.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Jakarta Indonesia — subsidence context","-6.2","106.8","11","2021-08-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"GEAWSI","GRACE-FO + ECOSTRESS Agricultural Water Stress Index","crosssensor","Cross-Sensor Fusion","cross-sensor-systems","Cross-Sensor Decision Models","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Formula specified; not implemented in Atlas","(ET_ecostress / PET_estimate) × TWS_anomaly_sign","","GRACE-FO + ECOSTRESS","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Uncalibrated dimensionless screening score","ET/PET < 1 = crop water stress. Negative TWS anomaly simultaneously = groundwater drawdown. Co-occurrence identifies the most urgent water security scenario.","Identifies irrigation systems where crop stress AND aquifer depletion co-occur.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Ogallala aquifer region — water stress","38","-100","9","2021-07-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"EMSMMI","EMIT Mineral + Sentinel-1 Soil Moisture Index","crosssensor","Cross-Sensor Fusion","cross-sensor-systems","Cross-Sensor Decision Models","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Formula specified; not implemented in Atlas","VWC_S1_raw / (1 + clay_fraction_EMIT × clay_dielectric_correction)","","EMIT + S1","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Uncalibrated dimensionless screening score","Smectite clay inflates C-band backscatter-to-moisture retrieval. EMIT mineral fraction maps provide the clay correction enabling mineralogy-specific VWC retrieval.","Improved soil moisture accuracy at global scale — particularly in high-clay agricultural regions.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Murray-Darling Basin Australia — clay soils","-34","142","10","2021-01-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"NFCAI","NISAR-Optical Biomass Calibration Model","crosssensor","Cross-Sensor Fusion","forest-disturbance","Forest Disturbance & Carbon","research-model","C3","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Field calibration required","Carbon = AGB_estimate × carbon_fraction with plot, allometric, saturation, and model uncertainty","","NISAR L-band products | Sentinel-2 canopy features | topography | biomass plots | allometry","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Biomass or carbon per area after calibration","Radar backscatter and NDVI trend cannot be combined as an uncalibrated carbon equation, and NDVI trend is not a stand-age measurement. NISAR launched in 2025.","Defines a plot-calibrated biomass and carbon experiment using NISAR science data.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Congo Basin — tropical forest carbon","-2","24","10","2021-07-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"SNUVQI","NO₂ + Sentinel-2 Urban Vegetation Air Quality Index","crosssensor","Cross-Sensor Fusion","cross-sensor-systems","Cross-Sensor Decision Models","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Formula specified; not implemented in Atlas","NO2_TROPOMI_downscaled − f(NDVI_S2, wind_ERA5)","","TROPOMI + S2 + ERA5","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Uncalibrated dimensionless screening score","S2 NDVI at 10 m constrains tree deposition capacity; ERA5 wind constrains dispersion. Residual NO₂ after tree-deposition model reveals neighborhoods with air quality benefit from urban forest.","Maps which neighborhoods receive NO₂ benefit from urban trees — environmental justice analysis.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Los Angeles CA — urban vegetation AQ","34.05","-118.24","11","2021-08-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
"PUENPI","Coastal Wetland Carbon-Budget Research Model","crosssensor","Cross-Sensor Fusion","cross-sensor-systems","Cross-Sensor Decision Models","research-model","C1","Provisional; entry-level prior-art review pending","M1","2.0","Specified concept or retired formula","false","Carbon-budget model required","All components harmonized to common carbon units, spatial support, interval, and system boundary","","PACE OCI + ECOSTRESS","Declared workflow; not implemented in Atlas","Declared workflow; not implemented in Atlas","Carbon per area per time after harmonization","The prior expression subtracted aquatic primary production and mixed products with incompatible meanings and supports. A coastal carbon budget requires an explicit system boundary and sign convention.","Defines the accounting structure needed before combining PACE and thermal/ecosystem products.","Uncalibrated","Not independently evaluated (below V1)","Context location only","","","Louisiana coast — coastal wetland NEP","29.5","-90.5","10","2021-07-01","End of the Atlas WMS search window; not an acquisition timestamp","","","","","","","","Not applicable because the proposed workflow is not rendered","2026-07-25","60521236a911dc4687831050c04d307822c0f116"
